"x";"y";"km";"distance_to_neighbour"
8.7277157524194;51.3778312359732;5.4600000000064;5.4600000000064
8.72765272413266;51.3777088216177;5.39999999999418;-0.0600000000122236
8.72754767965383;51.3775047967173;5.30000000000291;-0.0999999999912689
8.72744263466907;51.3773007717136;5.19999999999709;-0.100000000005821
8.72732781556946;51.3770859470249;5.17401160000009;-0.0259883999970043
8.72720935428642;51.3768722548134;5.14806190000672;-0.0259496999933617
8.72708725371968;51.3766596977725;5.12214799999492;-0.0259139000118012
8.72697964855602;51.3764787747471;5.10000000000582;-0.0221479999891017
8.72696150816912;51.3764482749785;5.09626629999548;-0.00373370001034345
8.72683212199686;51.3762379846313;5.07041359999857;-0.0258526999969035
8.72669909522205;51.376028830316;5.04458689999592;-0.0258267000026535
8.72656242503263;51.3758208084169;5.018782500003;-0.0258043999929214
8.72646021982486;51.3756701068145;5;-0.0187825000029989
8.72642211433624;51.3756139198272;4.99347370000032;-0.00652629999967758
8.72627816172972;51.37540816543;4.96945790000609;-0.0240157999942312
8.72613056725148;51.3752035452119;4.94545379999909;-0.024004100007005
8.72597933094475;51.3750000582602;4.92145829999936;-0.0239954999997281
8.72584079594786;51.3748190591006;4.89999999999418;-0.0214583000051789
8.72582445283614;51.3747977063593;4.89746849999938;-0.00253149999480229
8.72566593297856;51.3745964867975;4.87348110000312;-0.0239873999962583
8.72550377139213;51.3743964022576;4.84949320000305;-0.0239879000000656
8.72533796812332;51.3741974509263;4.82550160000392;-0.0239915999991354
8.72516852320731;51.3739996327884;4.8015030999959;-0.0239985000080196
8.72515750521045;51.3739873823971;4.80000000000291;-0.0015030999929877
8.72504990159913;51.3738677511032;4.78532140000607;-0.0146785999968415
8.72474362869441;51.3735402872421;4.74475120000716;-0.0405701999989105
8.72466059191729;51.3734464779081;4.73328470000706;-0.0114665000000969
8.72458925230099;51.3733609182419;4.72296579999966;-0.0103189000074053
8.72448050853362;51.3732206193383;4.7062930999964;-0.0166727000032552
8.72444115267417;51.3731671640896;4.69999999999709;-0.00629309999931138
8.72431572812253;51.3729968052868;4.67994440000621;-0.0200555999908829
8.7241050391859;51.3727060736436;4.64581119999639;-0.0341332000098191
8.72393384334863;51.3724600625908;4.61712090000219;-0.0286902999941958
8.72383525543943;51.3723123011933;4.60000000000582;-0.017120899996371
8.72380834114742;51.372271961925;4.59532599999511;-0.00467400001070928
8.7236894186823;51.3720873879892;4.57404700000188;-0.0212789999932284
8.72366203538424;51.3720464855829;4.56930529999954;-0.00474170000234153
8.72359718450123;51.3719554851759;4.55865150000318;-0.0106537999963621
8.72357093238385;51.3719154729208;4.55402670000331;-0.00462479999987409
8.72354448644128;51.3718675760618;4.54860840000038;-0.00541830000292975
8.72352704840322;51.3718239482469;4.54379999999946;-0.00480840000091121
8.72351832470826;51.3717915827252;4.54029059999448;-0.00350940000498667
8.72351201493796;51.37175772484;4.53664590000699;-0.00364469998748973
8.72350810791967;51.3717223206134;4.53285150000011;-0.00379440000688192
8.72350659552136;51.3716852881998;4.52889070000674;-0.00396079999336507
8.72350746770824;51.3716466230796;4.52475620000041;-0.0041345000063302
8.72351072039038;51.3716060491902;4.5204126000026;-0.00434359999781009
8.72351636938395;51.3715633246854;4.51582889999554;-0.00458370000706054
8.72352448678492;51.3715179273026;4.51094469999953;-0.00488419999601319
8.72354044047806;51.3714475615794;4.50334579999617;-0.00759890000335872
8.72354989749164;51.3714168341228;4.5;-0.00334579999616835
8.72355808701624;51.3713902246854;4.49710259999847;-0.0028974000015296
8.72357943649929;51.3713394318724;4.49148709999281;-0.00561550000566058
8.72360501802314;51.371294158405;4.48635259999719;-0.00513449999561999
8.72362649005484;51.3712642757508;4.482849299995;-0.00350330000219401
8.72365364661597;51.3712320290276;4.47895180000341;-0.00389749999158084
8.72374025025356;51.3711432120406;4.46782659999735;-0.0111252000060631
8.72378734211516;51.3710974263478;4.4620045000047;-0.00582209999265615
8.72383612220056;51.3710527847939;4.45622190000722;-0.00578259999747388
8.72388642148109;51.3710094443376;4.45049439999275;-0.00572750001447275
8.72393808400497;51.3709675376904;4.4448349000013;-0.00565949999145232
8.72399093798152;51.3709272038211;4.43925729999319;-0.00557760000810958
8.72404486797812;51.3708885269807;4.43376860000717;-0.00548869998601731
8.72409974412708;51.3708516030757;4.42837660000077;-0.00539200000639539
8.72415544960451;51.3708165091606;4.42308730000514;-0.00528929999563843
8.72420801723488;51.3707862347123;4.41830669999763;-0.00478060000750702
8.72426560738142;51.3707564009752;4.41330379999999;-0.00500289999763481
8.72432883108465;51.3707266865686;4.4080127000052;-0.0052910999947926
8.72439896332929;51.3706964911222;4.40231600000698;-0.00569669999822509
8.72442830872276;51.3706850090806;4.39999999999418;-0.0023160000127973
8.72453164028822;51.3706445760622;4.39184460000251;-0.00815539999166504
8.72483896131393;51.3705319905744;4.36801400000695;-0.0238305999955628
8.72497368457312;51.3704778956738;4.35730220000551;-0.0107118000014452
8.72550244049705;51.3702512273603;4.31441239999549;-0.0428898000100162
8.72567915987297;51.3701741890462;4.30000000000291;-0.0144123999925796
8.72583742081914;51.3701051964371;4.28709290000552;-0.0129070999973919
8.72614213462056;51.3699685614456;4.26200740000058;-0.0250855000049341
8.72641477849313;51.3698417257469;4.23927330000151;-0.0227340999990702
8.72667809171381;51.3697136941984;4.21695899999759;-0.0223143000039272
8.72687427644054;51.3696132988271;4.19999999999709;-0.0169590000004973
8.72692158002005;51.3695890912451;4.195910800001;-0.0040891999960877
8.72714860249311;51.3694661938821;4.17582350000157;-0.0200872999994317
