"x";"y";"km";"distance_to_neighbour"
13.8149134236921;53.862860247445;2.22800000000279;2.22800000000279
13.8147204878315;53.863080873534;2.19999999999709;-0.0280000000057044
13.8140222849933;53.8638792591824;2.10000000000582;-0.0999999999912689
13.8133240575967;53.8646776403017;2;-0.100000000005821
13.8128050259175;53.8652711009304;1.92566680000164;-0.0743331999983639
13.8127117352447;53.865372395586;1.91283339999791;-0.0128334000037285
13.8126112005674;53.8654712393926;1.89999999999418;-0.0128334000037285
13.8124909935341;53.8655781661253;1.88571428570971;-0.014285714284467
13.8123623108273;53.865681589457;1.87142857142525;-0.014285714284467
13.8122254441595;53.8657812748844;1.85714285714078;-0.014285714284467
13.8120807038063;53.8658769963778;1.84285714285631;-0.014285714284467
13.8119284179031;53.8659685368937;1.82857142857184;-0.014285714284467
13.8117689317013;53.8660556888674;1.81428571428738;-0.014285714284467
13.8116026067855;53.8661382546833;1.80000000000291;-0.0142857142844668
13.8114298205623;53.8662160468833;1.78571428571636;-0.0142857142865458
13.8112509645121;53.8662888893328;1.77142857142982;-0.0142857142865458
13.8110664441588;53.8663566168603;1.75714285714327;-0.0142857142865458
13.8108766778766;53.8664190758912;1.74285714285673;-0.0142857142865458
13.8106820959412;53.8664761247968;1.72857142857018;-0.0142857142865458
13.8104831395536;53.8665276342153;1.71428571428364;-0.0142857142865458
13.8102802598395;53.8665734873452;1.69999999999709;-0.014285714286546
13.8100739167914;53.8666135801303;1.68571428571262;-0.014285714284467
13.8098645783354;53.8666478217354;1.67142857142816;-0.014285714284467
13.8096527191528;53.8666761345134;1.65714285714369;-0.014285714284467
13.8094388196444;53.8666984542614;1.64285714285922;-0.014285714284467
13.8092233648402;53.8667147303655;1.62857142857475;-0.014285714284467
13.8090068432997;53.8667249259164;1.61428571429029;-0.014285714284467
13.8087897460027;53.8667290177929;1.60000000000582;-0.0142857142844668
13.8087473173731;53.8667291038652;1.5972097000049;-0.00279030000092462
13.8084478081596;53.8667288853178;1.57751279999502;-0.0196969000098761
13.8080549893683;53.8667251094007;1.55167519999668;-0.02583759999834
13.8076625398442;53.8667143595644;1.52583759999834;-0.02583759999834
13.8072708139914;53.8666966455125;1.5;-0.02583759999834
13.8068928094134;53.8666728913434;1.47499999999854;-0.0250000000014552
13.8065161331307;53.8666426522036;1.44999999999709;-0.0250000000014552
13.8061411036039;53.8666059536549;1.42499999999563;-0.0250000000014552
13.8057680378997;53.8665628267206;1.39999999999418;-0.0250000000014552
13.8053972518604;53.866513308265;1.37499999999636;-0.0249999999978172
13.8050290584974;53.866457439761;1.34999999999854;-0.0249999999978172
13.8046637690883;53.8663952684384;1.32500000000073;-0.0249999999978172
13.8043016924521;53.8663268468559;1.30000000000291;-0.0249999999978172
13.8039431349973;53.866252232716;1.27500000000146;-0.0250000000014552
13.803588399538;53.8661714892453;1.25;-0.0250000000014552
13.8032377859571;53.8660846847033;1.22499999999854;-0.0250000000014552
13.8028915906474;53.8659918924732;1.19999999999709;-0.0250000000014552
13.8025501067355;53.8658931911096;1.17499999999927;-0.0249999999978172
13.8022136223985;53.8657886639591;1.15000000000146;-0.0249999999978172
13.8018824220665;53.8656783993865;1.12500000000364;-0.0249999999978172
13.8015567856961;53.8655624906064;1.10000000000582;-0.0249999999978172
13.8012369883754;53.8654410355447;1.07500000000437;-0.0250000000014552
13.8009233005718;53.8653141369292;1.05000000000291;-0.0250000000014552
13.8006159874172;53.8651819020347;1.02500000000146;-0.0250000000014552
13.8003153086471;53.8650444426465;1;-0.0250000000014552
13.8000215187593;53.8649018751245;0.974999999998545;-0.0250000000014552
13.7997348656481;53.86475431984;0.94999999999709;-0.0250000000014552
13.7994555915614;53.8646019015261;0.924999999995634;-0.0250000000014552
13.7991839325011;53.8644447490253;0.899999999994179;-0.0250000000014552
13.7989201180637;53.8642829953282;0.874999999996362;-0.0249999999978172
13.798664371117;53.8641167770223;0.849999999998545;-0.0249999999978172
13.798416907752;53.8639462346116;0.825000000000728;-0.0249999999978172
13.7981779370498;53.8637715122534;0.80000000000291;-0.0249999999978172
13.7979476613733;53.8635927579086;0.775000000001455;-0.0250000000014552
13.7977262747633;53.8634101224158;0.75;-0.0250000000014552
13.7975139642358;53.863223760149;0.724999999998545;-0.0250000000014552
13.7973109091276;53.8630338286301;0.69999999999709;-0.0250000000014552
13.7971172807027;53.8628404882502;0.674999999999272;-0.0249999999978172
13.7969332427513;53.8626439025645;0.650000000001455;-0.0249999999978172
13.7967589506925;53.8624442377304;0.625000000003638;-0.0249999999978172
13.7965945517017;53.8622416625055;0.600000000005821;-0.0249999999978172
13.7964401848115;53.8620363484064;0.575000000004366;-0.0250000000014552
13.7962959800895;53.8618284686672;0.55000000000291;-0.0250000000014552
13.7961620592634;53.8616181989811;0.525000000001455;-0.0250000000014552
13.7960385353636;53.8614057170586;0.5;-0.0250000000014552
13.795925512877;53.861191202393;0.474999999998545;-0.0250000000014552
13.7958230869198;53.8609748363655;0.44999999999709;-0.0250000000014552
13.795731343891;53.8607568018312;0.424999999995634;-0.0250000000014552
13.7956503611571;53.8605372830522;0.399999999994179;-0.0250000000014552
13.7956002071747;53.860383145083;0.382534949996625;-0.0174650499975542
13.7955553588393;53.8602284368215;0.365069899999071;-0.0174650499975542
13.7953981766478;53.8596510541701;0.30000000000291;-0.0650698999961605
13.7951754986014;53.8588330563861;0.207813300003181;-0.0921866999997292
13.7951551010288;53.8587638797684;0.19999999999709;-0.00781330000609159
13.795109956295;53.8586383046404;0.185714285712623;-0.014285714284467
