"x";"y";"km";"distance_to_neighbour"
7.00133880964101;53.3325026053197;0;0
7.00275548884432;53.332205126172;0.100000000005821;0.100000000005821
7.00417214866746;53.3319076308995;0.19999999999709;0.0999999999912689
7.00558878919346;53.3316101177057;0.30000000000291;0.100000000005821
7.0070054103794;53.3313125874897;0.399999999994179;0.0999999999912689
7.00842201218254;53.3310150411503;0.5;0.100000000005821
7.00983859468567;53.3307174768914;0.600000000005821;0.100000000005821
7.011255157846;53.3304198956119;0.69999999999709;0.0999999999912689
7.01267170162088;53.3301222982105;0.80000000000291;0.100000000005821
7.01408822609291;53.3298246828913;0.899999999994179;0.0999999999912689
7.01550473121942;53.3295270505529;1;0.100000000005821
7.01692121695778;53.3292294020944;1.10000000000582;0.100000000005821
7.01833768339049;53.3289317357195;1.19999999999709;0.0999999999912689
7.01975413047492;53.3286340523272;1.30000000000291;0.100000000005821
7.02117055816856;53.3283363528164;1.39999999999418;0.0999999999912689
7.02258696655371;53.3280386353907;1.5;0.100000000005821
7.02400335558782;53.3277409009493;1.60000000000582;0.100000000005821
7.02541972522852;53.3274431503908;1.69999999999709;0.0999999999912689
7.02683607555786;53.3271453819192;1.80000000000291;0.100000000005821
7.02825240653344;53.3268475964334;1.89999999999418;0.0999999999912689
7.02966871811295;53.3265497948322;2;0.100000000005821
7.03108501037828;53.3262519753194;2.10000000000582;0.100000000005821
7.03250128328711;53.325954138794;2.19999999999709;0.0999999999912689
7.03391753679719;53.3256562861549;2.30000000000291;0.100000000005821
7.03533377099028;53.3253584156058;2.39999999999418;0.0999999999912689
7.03674998582414;53.3250605280456;2.5;0.100000000005821
7.03691768789177;53.325025252455;2.51179999999295;0.0117999999929452
